loan_number,condition,depth
JA-L1026,"Public Financial Management: The action plans needed to address the weaknesses identified in the self assessments of the Ministries, Departments and Agencies (“MDAs”) carried out by the Internal Audit Units are being implemented;",Medium
JA-L1026,"Public Financial Management: The Integrated Financial Management Information System (“IFMIS” - “FINMAN”) with improved functionalities enhancing expenditure management, improving the quality and timely production of financial information, and t",Medium
JA-L1026,Public Financial Management: The new budget classification and the implementation plan for the revised Chart of Accounts have been approved by the MOFP;,Low
JA-L1026,Public Procurement: The drafting instructions for new Procurement Legislation have been submitted to the Chief Parliamentary Counsel;,Low
JA-L1026,Public Procurement: Financial Instructions to enhance transparency and accountability in public procurement mandating that: (a) all MDAs present to the MOFPS their procurement plans together with their institutional budget proposal for the fisc,Low
JA-L1026,Public Procurement: The mechanisms and procedures to convene the Procurement Appeals Board have been established;,Low
JA-L1026,Public Procurement:  All contracts in excess of J$10 million approved by the National Contracts Commission (“NCC”) use the standard bidding documents for their procurement processes;,Medium
JA-L1026,"Performance Management: The implementation of priority service delivery interventions contemplated in the Medium-Term Action Plan for Managing for Results (“MTAP”) is on schedule, particularly: (i) the Development Assistance Center has been est",Medium
JA-L1026,"Performance Management: The Performance Monitoring and Evaluation System (“PMES”) Framework has been approved by decision of Cabinet, and PMES is being implemented in two additional Ministries;",Medium
JA-L1026,Performance Management: The framework and process for Public Investment Prioritization have been approved by Cabinet; (p) The Medium-Term Expenditure Framework (“MTEF”) is under implementation in six (6) prioritized ministries; (q) The use of c,Medium
JA-L1026,Enhancing the Governance and Accountability Framework: The first phase of the implementation of the mechanism to monitor performance agreements for Permanent Secretaries (“PSs”) and the Chief Executive Officers “(CEOs”) of Executive Agencies an,Medium
JA-L1026,Enhancing the Governance and Accountability Framework: Regulations of the Executive Agencies Act have been issued;,Medium
JA-L1026,Enhancing the Governance and Accountability Framework: The Corporate Governance Framework has been approved by Cabinet; and,Low
JA-L1026,Enhancing the Governance and Accountability Framework: The Framework for the Standardization of Administrative Regions to improve regional service delivery has been approved by Cabinet.,Low
JA-L1020,"FY2009/2010 approved budget is not less than FY 2008/2009 realized expenditures on non-salary activities for: Primary health care and nutrition, early childhood development, and primary, secondary and special education.",Medium
JA-L1020,FY2009/2010 approved budget for School Feeding Programme is not less than FY 2008/2009 realized expenditures on non-salary activities.,Medium
JA-L1020,FY2009/2010 approved budget for the PATH programme’s conditional cash grants increased by 25% above the FY2008/2009 realized expenditures for conditional cash grants.,Medium
JA-L1020,"The number of registered elderly PATH beneficiaries is maintained at 45,000 (PATH)",Medium
JA-L1020,The SFP uses PATH registration as the targeting mechanism to allocate individual feeding subsidies to schools at primary and secondary education levels.(SFP),High
JA-L1020,"PATH increases coverage to 290,000 registered beneficiaries (registered defined as having received at least one payment of a cash grant), excluding Poor Relief, per Cabinet approval. (PATH)",Medium
JA-L1020,Study design initiated on mechanisms and procedures to expand SFP coverage of PATH students attending preprimary public schools (infant schools and infant departments). SFP,Low
JA-L1020,"At least 3,000 age-eligible members of PATH households registered in Steps-to-Work pilot programme STW",Medium
JA-L1020,"To formalize inter-institutional arrangements, Memoranda of Understanding signed between MLSS and at least the following partners: JFLL, HEART, JBDC. STW",Low
JA-L1020,"Child Health Passport content agreed upon by MOH Nutrition Unit, MOH Family Health Department and Early Childhood Commission.  (CHP)",Low
JA-L1020,Ministry of Education commits to: (i) perform an independent operational audit of the feeding subsidy for PATH students using terms of reference previously agreed with the Bank; and (ii) use the results of the audit to: (a) inform the design of,Low
JA-L1031,"FY 2010/2011 approved budget is at least 95% of FY 2009/2010 approved budget on non-salary activities for: primary health care and nutrition, early childhood development, and primary, secondary and special education",Medium
JA-L1031,"FY 2009/10 realized expenditures are at least 90% of FY 2009/10 approved budget on non-salary activities for: primary health care and nutrition, early childhood development, primary, secondary and special education",Medium
JA-L1031,FY 2009/10 realized expenditures are at least 88% of FY 2009/10 approved budget on non-salary activities for: the School Feeding Program.,Medium
JA-L1031,FY 2010/2011 approved budget for non salary activities of the School Feeding Program is at least 112% of FY 2009/2010 approved budget.,Medium
JA-L1031,FY 2010/2011 approved budget for the PATH program’s conditional cash grants is at least 120% of the FY 2009/2010 approved budget for conditional cash grants.,Medium
JA-L1031,"The number of registered elderly PATH beneficiaries is at least 50,000 (PATH)",Medium
JA-L1031,First draft of report with preliminary results of assessment of PMT’s targeting performance completed.  (PATH),Low
JA-L1031,"First recertification completed of PATH households with children who have been in the program since 2002 through 2004 for at least four years, including an analysis of the proportion of households that fall around the cut-off point of the PMT. ",High
JA-L1031,Independent operational and financial assessment of schoollevel use of feeding subsidy for PATH primary and secondary school-age beneficiaries performed and recommendations incorporated as procedures in an updated section on ‘PATH nutritional s,Medium
JA-L1031,"PATH increases coverage to 320,000 registered beneficiaries (registered defined as having received at least one payment of a cash grant), excluding Poor Relief. (PATH)",Medium
JA-L1031,"Mechanism to review and adjust benefits given to PATH beneficiaries has been developed, and mechanism to review and adjust benefit levels has been approved by Cabinet (PATH)",High
JA-L1031,Policy defined and approved by Cabinet to expand SFP coverage of PATH students attending pre-primary public schools (infant schools and infant departments) SFP.,High
JA-L1031,"At least 2,500 registered and age-eligible members of PATH households are enrolled in or have completed support programs offered by Steps-to-Work partners STW",Medium
JA-L1031,The operational evaluation of Steps-to-Work pilot program initiated. STW,Low
JA-L1031,"Second-year Memoranda of Understanding signed between MLSS and at least the following partners: JFLL, HEART, JBDC STW",Low
JA-L1031,Effective coverage of at least 20% of 2010 birth cohort with Child Health Passport  (CHP),Medium
JA-L1031,Operational evaluation of the roll- out and application of the Child Health Passport initiated. (CHP),Low
JA-L1031,Definition of system requirements completed for the design of a specific module of a management information system on the feeding subsidy for PATH. SFP,Low
JA-L1032,(1) Evidence that the Government of Jamaica has adopted the following fiscal measures: (i) an increase in  the standard General Consumption Tax (GCT) rate from 16.5% to 17.5%. (ii) an increase in the GCT rate applicable to the Tourism sector fr,High
JA-L1032,"(1) Evidence that the Government of Jamaica has conducted a debt exchange (JDX) of domestic debt instruments denominated in Jamaica dollars  and United States of America dollars , as well as those that are indexed to United States of America do",High
JA-L1032,(1) Evidence that the Financial System Support Fund (FSSF) has been established with resources from the Stand-By Arrangement with the IMF to provide temporary liquidity support if needed to local financial institutions which participated in the,High
JA-L1032,(1) Dispositions that mandate fiscal responsibility and the operation of a Central Treasury Management System incorporated into the Financial Administration and Audit (FAA) Act.,High
JA-L1032,"(2) Public Sector Transformation Unit of Cabinet Office established and staffed with the mandate to lead, monitor, evaluate and facilitate the restructuring of the public sector.",Medium
JA-L1032,(3) No salary increase for public servants in FY2009-2010 through FY2011-2012 and re-phasing of the payment of retro-active salaries due to public servants.,Medium
JA-L1032,(1) Cabinet approval for Customs Modernization Plan and Phase 1 Project Plan.,Low
